0.861812,-0.335349,0.070618
0.811067,-0.33951,0.071883
0.78805,-0.334588,0.071687
0.721001,-0.33404,0.071228
0.718248,-0.334795,0.070406
0.720699,-0.334039,0.070555
0.698439,-0.335356,0.069521
0.674026,-0.331941,0.069592
0.667933,-0.33273,0.069559
0.677739,-0.334492,0.070165
0.697898,-0.329713,0.070201
0.737011,-0.32014,0.068695
0.756707,-0.317185,0.066381
0.72419,-0.317773,0.067571
0.740364,-0.317567,0.066889
0.761399,-0.317893,0.066595
0.774944,-0.317253,0.067192
0.780957,-0.316962,0.067273
0.801472,-0.320251,0.068024
0.804027,-0.324341,0.068313
0.787968,-0.320228,0.068286
0.799298,-0.320286,0.067968
0.800394,-0.321692,0.067187
0.825799,-0.318879,0.067427
0.789109,-0.318782,0.067997
0.758243,-0.32264,0.068133
0.768893,-0.316964,0.06707
0.785556,-0.314024,0.066218
0.806879,-0.310306,0.066629
0.819851,-0.31081,0.065622
0.795669,-0.317759,0.067398
0.780702,-0.324389,0.067786
0.754527,-0.321544,0.067968
0.727103,-0.322069,0.067393
0.709684,-0.321454,0.06721
0.721989,-0.324643,0.067874
0.718498,-0.323896,0.068463
0.696805,-0.322866,0.067804
0.675436,-0.325222,0.069045
0.684277,-0.325853,0.067681
0.687934,-0.318146,0.068381
0.652307,-0.316157,0.067147
0.632144,-0.314558,0.067218
0.623124,-0.318952,0.067607
0.604884,-0.322749,0.068469
0.591834,-0.322069,0.067952
0.569576,-0.320186,0.067776
0.571437,-0.319566,0.067836
0.558326,-0.315885,0.068321
0.519136,-0.317888,0.0675
0.509747,-0.319048,0.067845
0.475437,-0.327869,0.069631
0.467845,-0.329761,0.06957
0.488137,-0.325093,0.069836
0.503897,-0.323625,0.068242
0.496302,-0.321214,0.068375
0.499014,-0.322578,0.068307
0.499499,-0.316416,0.068058
0.512114,-0.318419,0.067659
0.513892,-0.324414,0.067927
0.464069,-0.32008,0.068115
0.485527,-0.318008,0.061835
0.503084,-0.319672,0.050928
0.546053,-0.323217,0.039231
0.58417,-0.322557,0.026297
0.639407,-0.324093,0.025477
0.67018,-0.329801,0.019447
0.681736,-0.322918,0.059121
0.696718,-0.324243,0.050019
0.723366,-0.321481,0.042649
0.752897,-0.321206,0.028688
0.799515,-0.328227,0.007903
0.869238,-0.331042,0.007676
1.00848,-0.33861,0.003862
1.113702,-0.349312,0.003473
1.159399,-0.346778,0.01468
1.191036,-0.344938,0.010809
1.201093,-0.341312,0.017032
1.198727,-0.338653,0.016473
1.226634,-0.334559,0.022511
1.275401,-0.331713,0.031598
1.329897,-0.332385,0.025598
1.363097,-0.337839,0.013613
1.391181,-0.345539,0.012641
1.383168,-0.347368,0.012421
1.420816,-0.353566,0.001104
1.413821,-0.358426,-0.00682
1.484091,-0.35059,0.001708
1.479135,-0.345179,0.004803
1.527912,-0.342169,0.004287
1.546639,-0.340565,0.010714
1.585037,-0.344401,0.023929
1.636092,-0.337175,0.031454
1.675103,-0.332592,0.044834
1.711651,-0.332341,0.028528
1.701521,-0.327039,0.026082
1.707754,-0.325889,0.017569
1.753184,-0.331192,0.010638
1.781929,-0.328612,0.013484
1.837541,-0.337502,0.011768
1.83633,-0.337799,0.019496
1.884,-0.332517,0.018162
1.914414,-0.325887,0.03082
1.970585,-0.321912,0.024116
1.997129,-0.322087,0.03378
2.022969,-0.319534,0.024995
2.046276,-0.321916,0.026392
2.078521,-0.316844,0.019307
2.102465,-0.316934,0.00662
2.082203,-0.31909,-0.001534
2.178976,-0.317418,-0.011384
2.241626,-0.329997,-0.013986
2.268524,-0.331785,-0.012455
2.271382,-0.322706,-0.004922
2.310534,-0.332003,0.012533
2.344724,-0.327453,0.016043
2.379623,-0.331075,0.014594
2.43194,-0.324495,0.022622
2.478944,-0.321618,0.02142
2.521905,-0.320357,0.032237
2.562544,-0.3186,0.041215
2.595874,-0.311007,0.049327
2.6699,-0.304429,0.059214
2.678489,-0.308103,0.04691
2.685151,-0.306056,0.046239
2.697951,-0.306851,0.032347
2.736401,-0.308835,0.027609
2.814546,-0.316663,0.018545
2.862245,-0.319612,0.022847
2.934111,-0.313978,0.006807
3.015851,-0.314384,0.007996
3.00414,-0.32313,0.022177
3.040935,-0.322435,0.031483
3.071175,-0.324028,0.023253
3.163145,-0.324973,0.00628
3.212455,-0.324447,-0.00351
3.260523,-0.321492,-0.004599
3.26094,-0.316514,-0.014129
3.324257,-0.314849,-0.023064
3.362937,-0.315933,-0.018842
3.427095,-0.31905,-0.023808
3.479592,-0.314037,-0.01913
3.518539,-0.318872,-0.004735
3.546398,-0.317849,-0.005374
3.59538,-0.318489,0.005686
3.656647,-0.312664,0.015614
3.702366,-0.313019,0.004853
3.735076,-0.319261,5.3E-05
3.756516,-0.322964,0.00136
3.773644,-0.323133,-0.006634
3.81398,-0.322622,-0.001802
3.843265,-0.323156,-0.015338
3.881489,-0.323715,-0.005682
3.919104,-0.322285,-0.006378
3.943122,-0.320986,0.001852
3.974533,-0.316181,0.013232
4.055599,-0.316122,0.028983
4.105279,-0.308608,0.029537
4.154926,-0.307794,0.027093
4.185655,-0.309355,0.027424
4.211331,-0.310297,0.011417
4.236925,-0.306761,0.012253
4.28624,-0.308713,0.025207
4.340553,-0.301427,0.027705
4.371684,-0.30668,0.027312
4.401266,-0.305898,0.025416
4.4329,-0.30397,0.028609
4.463074,-0.290639,0.02958
4.498387,-0.286311,0.039157
4.523813,-0.28933,0.06394
4.567646,-0.291677,0.05219
4.60141,-0.293058,0.053395
4.605408,-0.293322,0.070839
4.653444,-0.290155,0.049154
4.685943,-0.277301,0.028534
4.731529,-0.271857,0.020983
4.748152,-0.273821,0.016912
4.773305,-0.27503,0.017536
4.79573,-0.270212,0.02287
4.834124,-0.26047,0.024749
4.889693,-0.259174,0.041917
4.939847,-0.256293,0.022423
4.966426,-0.260989,0.015017
4.980265,-0.262098,0.016429
5.014886,-0.264052,0.01876
5.060328,-0.268649,0.014535
5.13655,-0.271791,6.4E-05
5.193142,-0.276193,-0.005326
5.21203,-0.283913,-0.007059
5.23527,-0.286045,-0.006838
5.257214,-0.293218,-0.001396
5.315111,-0.295146,0.006674
5.370255,-0.300265,0.001183
5.387022,-0.29817,-0.007534
5.402335,-0.297499,-0.007722
5.417747,-0.297202,-0.004608
5.4564,-0.29796,-0.01188
5.500115,-0.299151,-0.019652
5.534708,-0.299673,-0.00992
5.56471,-0.300462,-0.00155
5.580935,-0.296661,-0.002102
5.608418,-0.291728,0.007781
5.692456,-0.285625,0.028618
5.763288,-0.277462,0.032085
5.811664,-0.275471,0.024378
5.855706,-0.27731,0.023842
5.845357,-0.278713,0.000367
5.910057,-0.274132,0.015095
5.962801,-0.275657,0.024401
6.016761,-0.277436,0.028268
6.055782,-0.277115,0.040055
6.074038,-0.271204,0.040513
6.092072,-0.26482,0.038743
6.108874,-0.262271,0.044918
6.147782,-0.262206,0.042278
6.222382,-0.245568,0.052181
6.29071,-0.236456,0.051898
6.31545,-0.234219,0.056975
6.335373,-0.229937,0.055919
6.356371,-0.231386,0.054358
6.400242,-0.231891,0.046347
6.48679,-0.23532,0.028277
6.55609,-0.243367,0.033717
6.593498,-0.246784,0.026769
6.620038,-0.249376,0.031005
6.609641,-0.249078,-0.003147
6.66326,-0.253069,0.032173
6.697672,-0.25577,0.038121
6.7319,-0.257607,0.030924
6.737072,-0.25701,0.033538
6.738643,-0.260996,0.034405
6.800574,-0.266667,0.012399
6.853237,-0.265968,-0.003118
6.906305,-0.264403,-0.008709
6.931646,-0.258654,-0.016439
6.948151,-0.249472,-0.019293
6.95845,-0.250099,-0.013197
6.994454,-0.25035,-0.004202
7.064371,-0.246818,0.023548
7.09138,-0.242673,0.028099
7.115102,-0.239156,0.026164
7.128689,-0.242126,0.025633
7.216006,-0.25051,0.007235
7.272666,-0.251415,-0.004825
7.318948,-0.253392,0.012156
7.330945,-0.257609,0.019902
7.334608,-0.264492,0.020698
7.379072,-0.247343,0.024689
7.425365,-0.238955,0.025869
7.458161,-0.23782,0.03764
7.525749,-0.248006,0.022065
7.550623,-0.255067,0.017635
7.565546,-0.264646,0.019763
7.58165,-0.266485,0.014668
7.612617,-0.267261,0.001409
7.663231,-0.276103,-0.010191
7.736917,-0.263044,0.004133
7.765165,-0.261723,0.01538
7.785515,-0.26315,0.016896
7.838974,-0.247909,0.026189
7.879105,-0.240088,0.030842
7.903837,-0.238511,0.026255
7.988609,-0.236104,0.032549
8.016171,-0.235737,0.043228
8.02645,-0.237359,0.044841
8.064966,-0.226215,0.056825
8.09641,-0.220707,0.059937
8.144666,-0.20157,0.069465
8.15942,-0.190781,0.077236
8.162646,-0.18644,0.07431
8.23354,-0.188339,0.084319
8.270426,-0.186687,0.090606
8.319087,-0.174408,0.090615
8.365121,-0.176024,0.09318
8.401154,-0.176659,0.106304
8.413016,-0.170332,0.104671
8.47599,-0.171352,0.113826
8.528816,-0.155381,0.145691
8.546877,-0.142821,0.145523
8.57882,-0.130026,0.176711
8.617927,-0.116461,0.199009
8.626271,-0.100919,0.195649
8.657488,-0.082521,0.229581
8.720084,-0.073931,0.253959
8.762504,-0.050428,0.286205
8.80489,-0.019716,0.309941
8.809212,-0.012444,0.326045
8.809719,-0.001868,0.325205
8.862269,0.033258,0.353341
8.904359,0.050971,0.380285
8.964243,0.08131,0.405337
8.998273,0.100654,0.40894
9.029677,0.122951,0.432202
9.055762,0.13811,0.458799
9.062321,0.152104,0.458838
9.094254,0.181397,0.480792
9.144019,0.206074,0.508315
9.162309,0.236669,0.528185
9.197154,0.267971,0.552729
9.237494,0.304457,0.574624
9.262538,0.332766,0.599908
9.271252,0.353934,0.598455
9.295283,0.373167,0.627091
9.327408,0.399865,0.631119
9.356552,0.431021,0.656783
9.390067,0.468413,0.676767
9.42171,0.493191,0.703653
9.428163,0.514247,0.702299
9.447978,0.5441,0.727337
9.481871,0.58396,0.749661
9.497905,0.62194,0.766454
9.518143,0.662971,0.791351
9.551755,0.698725,0.812118
9.569812,0.730176,0.840955
9.5804,0.742757,0.840958
9.605001,0.763979,0.86085
9.627023,0.799769,0.864174
9.64461,0.841415,0.890373
9.669691,0.880029,0.913303
9.694644,0.907603,0.938837
9.700888,0.927312,0.938788
9.707512,0.95164,0.953331
9.727985,0.999579,0.980908
9.748895,1.036554,1.007658
9.771549,1.091749,1.023298
9.777595,1.119268,1.035052
9.772946,1.133243,1.034146
9.781235,1.160883,1.053674
9.805284,1.205955,1.087722
9.827346,1.260377,1.108317
9.833908,1.31239,1.133717
9.837716,1.339054,1.159706
9.839333,1.355612,1.159251
9.852333,1.38817,1.184658
9.85815,1.44133,1.199823
9.8465,1.493455,1.22267
9.868607,1.537383,1.258701
9.870837,1.573132,1.276987
9.864517,1.596093,1.27553
9.869296,1.630036,1.276649
9.886538,1.677955,1.287256
9.897059,1.72211,1.296284
9.898796,1.771549,1.300802
9.917444,1.807587,1.332268
9.921375,1.829118,1.331677
9.931663,1.847372,1.346235
9.940474,1.884865,1.335775
9.93889,1.927133,1.347068
9.955367,1.958224,1.360211
9.958159,1.975251,1.358042
9.960205,2.007508,1.366711
9.950612,2.063262,1.367881
9.972733,2.127673,1.382896
9.980853,2.180667,1.391146
9.965565,2.198073,1.393771
9.956106,2.208482,1.393046
9.946816,2.216331,1.388336
9.978357,2.268174,1.418993
9.990237,2.329584,1.425221
9.978178,2.380926,1.422761
9.990673,2.417126,1.425295
9.996801,2.456259,1.432376
9.990142,2.491325,1.429186
9.993073,2.552704,1.43259
9.98101,2.593564,1.433112
9.988226,2.624205,1.456255
9.993981,2.642467,1.453937
9.979855,2.668209,1.460307
10.004282,2.729941,1.471065
10.006913,2.783988,1.472753
10.015366,2.842448,1.485863
10.030232,2.87377,1.497803
10.030115,2.894216,1.514119
10.02119,2.916875,1.511455
10.015634,2.961067,1.515877
10.018551,3.001643,1.516132
10.005511,3.044194,1.516265
10.002149,3.092741,1.522374
